head,relation,tail
我又再度依恋上昨天,歌曲主题,['怀旧']
Tizzy Bac,演唱,我又再度依恋上昨天
最后告解,包含意象,"['绿茵', '摇滚乐', '天使', '天堂']"
最后告解,核心情感,"['沉痛忏悔', '迷失困顿']"
最后告解,风格标签,"['宗教隐喻', '内心独白']"
最后告解,歌曲主题,['内心世界']
Tizzy Bac,演唱,最后告解
说出我的名字,包含意象,"['繁花', '星火']"
说出我的名字,核心情感,"['沉郁悲怆', '献祭虚无']"
说出我的名字,风格标签,"['象征主义诗化', '呼告式恳求']"
说出我的名字,歌曲主题,['存在主义']
Tizzy Bac,演唱,说出我的名字
瞬间白眼一千遍,包含意象,"['白眼', '巧克力']"
瞬间白眼一千遍,核心情感,"['慰藉性劝勉', '无奈性积极']"
瞬间白眼一千遍,风格标签,['口语对话体']
瞬间白眼一千遍,歌曲主题,['友情鼓励']
Tizzy Bac,演唱,瞬间白眼一千遍
鞋猫夫人，Madame!!!,包含意象,[]
鞋猫夫人，Madame!!!,核心情感,"['昂扬', '慰藉']"
鞋猫夫人，Madame!!!,风格标签,"['角色独白式', '结构工整']"
鞋猫夫人，Madame!!!,歌曲主题,['情感支持']
Tizzy Bac,演唱,鞋猫夫人，Madame!!!
穿越光年的孤独,包含意象,"['时光列车', '银河', '光年']"
穿越光年的孤独,核心情感,['孤寂的守望']
穿越光年的孤独,风格标签,"['科幻抒情', '结构复沓', '空间诗学']"
穿越光年的孤独,歌曲主题,['爱情']
Tizzy Bac,演唱,穿越光年的孤独
平凡人的生活,包含意象,"['全联', '水果', '洗衣店', '洗衣机', '车阵', '红绿灯']"
平凡人的生活,核心情感,"['怀旧', '无奈', '努力']"
平凡人的生活,风格标签,"['重复咏叹', '生活叙事']"
平凡人的生活,歌曲主题,['人生感慨']
Tizzy Bac,演唱,平凡人的生活
这是因为我们能感到疼痛,包含意象,[]
这是因为我们能感到疼痛,核心情感,"['痛楚', '坚韧']"
这是因为我们能感到疼痛,风格标签,['哲理直白']
这是因为我们能感到疼痛,歌曲主题,['成长励志']
Tizzy Bac,演唱,这是因为我们能感到疼痛
过世的丈夫阴魂不散,包含意象,"['明月', '纸屑', '镜']"
过世的丈夫阴魂不散,核心情感,"['烦扰', '癔症倾向', '自我迷失']"
过世的丈夫阴魂不散,风格标签,"['超现实比喻', '冷调叙事', '戏剧呼告']"
过世的丈夫阴魂不散,歌曲主题,['生死关系']
Tizzy Bac,演唱,过世的丈夫阴魂不散
有人,包含意象,['舞']
有人,核心情感,"['怅然若失', '倦怠坚持']"
有人,风格标签,"['排比句式', '关键词重复']"
有人,歌曲主题,['人生感悟']
Tizzy Bac,演唱,有人
季后赛,包含意象,['球赛']
季后赛,核心情感,"['孤寂自省', '倔强无奈']"
季后赛,风格标签,"['隐喻写作', '内心独白']"
季后赛,歌曲主题,['人生感悟']
Tizzy Bac,演唱,季后赛
吹动生命的风,包含意象,"['双眼', '平行宇宙', '现实地狱的大门', '自我的幽灵', '无底深渊']"
吹动生命的风,核心情感,"['审视', '释然', '坚守']"
吹动生命的风,风格标签,"['意象交织（现实/超现实）', '私语性句式', '内省式独白']"
吹动生命的风,歌曲主题,['成长']
Tizzy Bac,演唱,吹动生命的风
金翅雀,包含意象,"['金色的翅膀', '荆棘的路']"
金翅雀,核心情感,"['受缚的挣扎', '凄凉的决绝']"
金翅雀,风格标签,"['诗化隐喻', '结构复沓', '存在主义思辨']"
金翅雀,歌曲主题,爱的羁绊
Tizzy Bac,演唱,金翅雀
铁之贝克2.0,包含意象,['潮水']
铁之贝克2.0,核心情感,"['孤勇的坚守', '悲壮的慰藉']"
铁之贝克2.0,风格标签,"['双语交织', '内心独白', '诗意比喻']"
铁之贝克2.0,歌曲主题,['自我抗争']
Tizzy Bac,演唱,铁之贝克2.0
失眠是一种病,包含意象,"['黑眼圈', '便利商店', '哀凤', 'candy crush', '动态', '电视', '小水怪', '烟', '猫', '智慧手机']"
失眠是一种病,核心情感,"['焦虑', '孤独', '无力感']"
失眠是一种病,风格标签,"['口语化叙事', '现代生活隐喻', '黑色幽默']"
失眠是一种病,歌曲主题,['都市病']
MC HotDog热狗,演唱,失眠是一种病
改变,包含意象,"['房价', '登机牌', '22K', '忠孝东路', '黑心的油']"
改变,核心情感,"['愤懑无奈', '抗争冲动']"
改变,风格标签,"['写实批判', '直白叙事']"
改变,歌曲主题,['社会反思']
MC HotDog热狗,演唱,改变
依然我行我素,包含意象,"['雪茄', '麦克风', '鲨鱼', '金州的咖哩']"
依然我行我素,核心情感,"['批判与讽刺', '自我坚持']"
依然我行我素,风格标签,"['嘻哈叙事', '直白批判', '自嘲反讽']"
依然我行我素,歌曲主题,['社会批判']
MC HotDog热狗,演唱,依然我行我素
哈狗帮,包含意象,"['麦克风', '十字架', '佛珠', '耶稣', '木乃伊']"
哈狗帮,核心情感,"['狂傲宣示', '虔诚信仰']"
哈狗帮,风格标签,"['俚俗直白', '戏谑隐喻']"
哈狗帮,歌曲主题,['身份宣言']
MC HotDog热狗,演唱,哈狗帮
MC来了,包含意象,"['保丽龙', '卢广仲', '吴淡如', '姜饼人', '蟾蜍']"
MC来了,核心情感,"['戏谑狂欢', '自嘲反讽']"
MC来了,风格标签,"['双关谐谑', '直白口语']"
MC来了,歌曲主题,['圣诞节']
MC HotDog热狗,演唱,MC来了
差不多先生,包含意象,"['狗屎', '乌龟', '麦克风']"
差不多先生,核心情感,"['自嘲', '颓唐', '批判']"
差不多先生,风格标签,"['词语重复', '写实批判', '华语说唱']"
差不多先生,歌曲主题,['社会批判']
MC HotDog热狗,演唱,差不多先生
我的第一首歌,包含意象,"['TOYOTA', '一手车', '啤酒', '病人房', '韵脚纪念堂']"
我的第一首歌,核心情感,"['自省', '自嘲', '笃定']"
我的第一首歌,风格标签,"['自传性叙事', '生活化口语', '戏谑自嘲', '文化拼贴']"
我的第一首歌,歌曲主题,['成长叙事']
MC HotDog热狗,演唱,我的第一首歌
Like Father Like Daughter,包含意象,"['哈利波特', 'Elsa', '企鹅', '冰雪奇缘']"
Like Father Like Daughter,核心情感,"['诙谐温情', '亲昵戏谑']"
Like Father Like Daughter,风格标签,"['粗口直白', '流行文化指涉', '口语叙事']"
Like Father Like Daughter,歌曲主题,['亲情']
MC HotDog热狗,演唱,Like Father Like Daughter
楼上的房东,包含意象,"['老旧的电梯', '母带']"
楼上的房东,核心情感,"['坚韧探索', '社会疏离']"
楼上的房东,风格标签,"['叙事说唱', '社会写实']"
楼上的房东,歌曲主题,['社会现实']
MC HotDog热狗,演唱,楼上的房东
九局下半,包含意象,"['帽子', '棒球场', '投手', 'strike out', '逆转', '球场', '球衣', '一垒', '二垒', '三垒', '本垒', '变化球', '计分板', '满垒', '球棒', '全垒打', '安打']"
九局下半,核心情感,"['彷徨迷茫', '焦虑挣扎', '自省反思', '逆境抗争']"
九局下半,风格标签,"['隐喻叙事', '直白口语', '概念寓言', '口号呼告']"
九局下半,歌曲主题,['青春成长']
MC HotDog热狗,演唱,九局下半
最后一支舞,包含意象,"['威士忌', '樟脑丸', '高粱酒', '啤酒', '卒']"
最后一支舞,核心情感,"['荒诞', '疏离', '颓丧', '决绝']"
最后一支舞,风格标签,"['直白叙事', '怪诞隐喻']"
最后一支舞,歌曲主题,['个人困境']
MC HotDog热狗,演唱,最后一支舞
我爱台妹,包含意象,"['槟榔', '钢管', '高跟鞋', '顺风妇产科', '奶罩']"
我爱台妹,核心情感,"['直白欲望', '本土张扬']"
我爱台妹,风格标签,"['直白口语', '嘻哈说唱']"
我爱台妹,歌曲主题,['爱情']
MC HotDog热狗,演唱,我爱台妹
十局上半,包含意象,[]
十局上半,核心情感,"['中年焦虑', '无奈坚持', '自嘲豁达']"
十局上半,风格标签,"['口语叙事', '隐喻写作']"
十局上半,歌曲主题,['人生感悟']
MC HotDog热狗,演唱,十局上半
国王的新歌,包含意象,['纸做的飞机']
国王的新歌,核心情感,['孤傲批判']
国王的新歌,风格标签,"['比喻驳杂', '用典犀利']"
国王的新歌,歌曲主题,['社会批判']
MC HotDog热狗,演唱,国王的新歌
轻熟女27,包含意象,"['马祖', '大头兵日记', '回纹针的色戒', '鸳鸯', '小偷']"
轻熟女27,核心情感,"['矛盾挣扎', '内疚自责']"
轻熟女27,风格标签,"['叙事说唱', '直白口语', '采样拼贴']"
轻熟女27,歌曲主题,['爱情']
MC HotDog热狗,演唱,轻熟女27
她的眼光,包含意象,"['背影', '猫', '隔离', '消毒水', '瓶中信', '手表', 'Disco']"
她的眼光,核心情感,"['离愁', '困顿', '自嘲', '矛盾']"
她的眼光,风格标签,"['叙事性', '口语化', '自传体']"
她的眼光,歌曲主题,['个人境遇']
MC HotDog热狗,演唱,她的眼光
贫民百万歌星,包含意象,"['烂车', '垃圾', '金汤匙', '扑克牌', '双子座']"
贫民百万歌星,核心情感,"['戏谑反叛', '玩世不恭', '底层自豪']"
贫民百万歌星,风格标签,"['写实叙事', '直抒胸臆', '社会反讽']"
贫民百万歌星,歌曲主题,['身份认同']
MC HotDog热狗,演唱,贫民百万歌星
他们根本不是Rapper,包含意象,"['林森北', '武则天', '库兹马', '周润发']"
他们根本不是Rapper,核心情感,"['轻蔑', '挑衅']"
他们根本不是Rapper,风格标签,"['直接骂战', '文化引用', '洗脑Hook']"
他们根本不是Rapper,歌曲主题,['行业批判']
MC HotDog热狗,演唱,他们根本不是Rapper
追梦绿,包含意象,"['Trap girl', '陈绮贞', '香槟', 'Onlyfans', '虚拟币', '豪宅', 'Uber']"
追梦绿,核心情感,"['迷离逃避', '清醒矛盾']"
追梦绿,风格标签,['市井写实']
追梦绿,歌曲主题,['社会观察']
MC HotDog热狗,演唱,追梦绿
再见Hip Hop,包含意象,"['不死鸟', '里程碑', '仓库', '潘多拉的盒子']"
再见Hip Hop,核心情感,"['决绝的告别', '坚韧的宣言']"
再见Hip Hop,风格标签,"['叙事性', '自我宣言', '经典隐喻']"
再见Hip Hop,歌曲主题,['生涯反思']
MC HotDog热狗,演唱,再见Hip Hop
约翰屈伏塔,包含意象,"['静香', '多啦A梦', 'Dear John', '槟榔', '威士忌', 'Buffet']"
约翰屈伏塔,核心情感,"['喧嚣的虚无', '戏谑的放纵']"
约翰屈伏塔,风格标签,"['口语叙事', '文化互文']"
约翰屈伏塔,歌曲主题,['享乐主义']
MC HotDog热狗,演唱,约翰屈伏塔
脏艺术家,包含意象,"['泥巴', '牛屎', '花', '佛珠', 'Face ID', '808', '笔', '厕纸']"
脏艺术家,核心情感,"['悲壮反抗', '孤傲坚守']"
脏艺术家,风格标签,"['写实主义', '自我指涉', '叙事说唱']"
脏艺术家,歌曲主题,['艺术家']
MC HotDog热狗,演唱,脏艺术家
怨偶,包含意象,"['蜘蛛网', '死蜻蜓', '网路', '4G', 'WIFI', '语音']"
怨偶,核心情感,"['爱恨交织', '困兽之斗']"
怨偶,风格标签,"['市井口语', '现代科技意象', '古今反差']"
怨偶,歌曲主题,['爱情']
MC HotDog热狗,演唱,怨偶
四百击,包含意象,"['浪花', '足迹', '岸', '海', '黑白']"
四百击,核心情感,"['沉郁', '疏离', '无力']"
四百击,风格标签,"['意象派', '凝练']"
四百击,歌曲主题,['内心独白']
猛虎巧克力,演唱,四百击
永恒的梦,包含意象,"['侯鸟', '稻禾']"
永恒的梦,核心情感,"['恬淡哀愁', '宿命喟叹']"
永恒的梦,风格标签,"['白描诗化', '排比复沓']"
永恒的梦,歌曲主题,['生命沉思']
猛虎巧克力,演唱,永恒的梦
夜工厂,包含意象,[]
夜工厂,核心情感,['矛盾慰藉']
夜工厂,风格标签,['诗意隐喻']
夜工厂,歌曲主题,['内心世界']
猛虎巧克力,演唱,夜工厂
不再是少年,包含意象,[]
不再是少年,核心情感,"['惘然', '坚韧', '倦怠的执着']"
不再是少年,风格标签,"['倾诉体', '隐喻修辞', '抒情诗化']"
不再是少年,歌曲主题,['成长']
猛虎巧克力,演唱,不再是少年
在一起,包含意象,"['啤酒', '人海']"
在一起,核心情感,"['相伴的接纳', '温暖的笃定']"
在一起,风格标签,"['口语叙事', '生活白描']"
在一起,歌曲主题,['爱情']
猛虎巧克力,演唱,在一起
太聪明,包含意象,[]
太聪明,核心情感,"['矛盾自省', '焦虑回避']"
太聪明,风格标签,"['内心独白', '直白叙事', '心理描摹']"
太聪明,歌曲主题,['爱情']
陈绮贞,演唱,太聪明
Peace and Revolution,包含意象,"['ID', 'DATE', 'Destiny', 'L-O-V-E', 'H O M E', 'A i d s']"
Peace and Revolution,核心情感,"['迷惘困顿', '渴望变革']"
Peace and Revolution,风格标签,"['词汇拆解', '重复递进', '双语交错']"
Peace and Revolution,歌曲主题,['自我觉醒']
陈绮贞,演唱,Peace and Revolution
时间的歌,包含意象,[]
时间的歌,核心情感,"['时间哲思', '慰藉向往']"
时间的歌,风格标签,"['隐喻写作', '诗化哲思']"
时间的歌,歌曲主题,['时间哲学']
陈绮贞,演唱,时间的歌
柏拉图式的爱情,包含意象,"['杯子', '咖啡']"
柏拉图式的爱情,核心情感,"['精神爱恋', '理想化执念', '疏离的向往']"
柏拉图式的爱情,风格标签,"['概念复沓', '短语重复', '短句留白', '概念驱动']"
柏拉图式的爱情,歌曲主题,['爱情']
陈绮贞,演唱,柏拉图式的爱情
1234567,包含意象,['电话']
1234567,核心情感,"['悸动', '果决']"
1234567,风格标签,"['数字叙事', '内心独白']"
1234567,歌曲主题,['爱情']
陈绮贞,演唱,1234567
Self,包含意象,[]
Self,核心情感,"['自我对抗', '存在焦虑']"
Self,风格标签,"['内省独白', '抽象思辨']"
Self,歌曲主题,['自我剖析']
陈绮贞,演唱,Self
倔强爱情的胜利,包含意象,[]
倔强爱情的胜利,核心情感,"['苦涩的洞悉', '矛盾的妥协', '受困的清醒']"
倔强爱情的胜利,风格标签,"['私语倾诉', '反诘设问', '冷冽的辩证']"
倔强爱情的胜利,歌曲主题,['爱情']
陈绮贞,演唱,倔强爱情的胜利
流浪者之歌,包含意象,"['记忆的包裹', '落叶', '狂风暴雨']"
流浪者之歌,核心情感,"['挣扎', '渴求']"
流浪者之歌,风格标签,['呼告式']
流浪者之歌,歌曲主题,['内心独白']
陈绮贞,演唱,流浪者之歌
一首歌，让你带回去,包含意象,[]
一首歌，让你带回去,核心情感,"['温情脉脉', '克制的给予']"
一首歌，让你带回去,风格标签,"['口语化复沓', '第二人称倾诉体', '去繁就简']"
一首歌，让你带回去,歌曲主题,['创作']
陈绮贞,演唱,一首歌，让你带回去
秋天蒙太奇,包含意象,"['鲸鱼', '新娘', '魔术师']"
秋天蒙太奇,核心情感,"['回望', '和解']"
秋天蒙太奇,风格标签,['叙事复沓']
秋天蒙太奇,歌曲主题,['情感追忆']
陈绮贞,演唱,秋天蒙太奇
普鲁斯特行动,包含意象,[]
普鲁斯特行动,核心情感,"['无力感', '困倦', '疏离']"
普鲁斯特行动,风格标签,"['复沓结构', '直白抒情']"
普鲁斯特行动,歌曲主题,['爱情']
陈绮贞,演唱,普鲁斯特行动
躺在你的衣柜,包含意象,"['毛衣', '衣柜', '冬天', '身体']"
躺在你的衣柜,核心情感,"['阴郁', '偏执', '物哀']"
躺在你的衣柜,风格标签,"['叙事性', '私密感', '超现实']"
躺在你的衣柜,歌曲主题,['爱情']
陈绮贞,演唱,躺在你的衣柜
涟漪,包含意象,"['湖泊', '漩涡']"
涟漪,核心情感,"['怅惘', '迷离']"
涟漪,风格标签,"['诗意隐喻', '结构复沓']"
涟漪,歌曲主题,['爱情']
陈绮贞,演唱,涟漪
表面的和平,包含意象,['星座']
表面的和平,核心情感,['隐忍自省']
表面的和平,风格标签,['内心独白']
表面的和平,歌曲主题,['情感关系']
陈绮贞,演唱,表面的和平
太阳,包含意象,[]
太阳,核心情感,['孤傲的渴求']
太阳,风格标签,['内心独白']
太阳,歌曲主题,['生命哲思']
陈绮贞,演唱,太阳
华丽的冒险,包含意象,[]
华丽的冒险,核心情感,"['眷恋', '挽留']"
华丽的冒险,风格标签,"['复沓咏叹', '隐喻性标题']"
华丽的冒险,歌曲主题,['爱情离别']
陈绮贞,演唱,华丽的冒险
烟火,包含意象,"['漩涡', '城市的顶峰', '青春剥落']"
烟火,核心情感,"['渴求的脆弱', '易逝的迷惘']"
烟火,风格标签,"['诗化独白', '重复结构']"
烟火,歌曲主题,['爱情']
陈绮贞,演唱,烟火
Sentimental Kills,包含意象,['shadow']
Sentimental Kills,核心情感,['忧郁迷惘']
Sentimental Kills,风格标签,"['梦呓独白', '意识流']"
Sentimental Kills,歌曲主题,['内心独白']
陈绮贞,演唱,Sentimental Kills
家,包含意象,[]
家,核心情感,"['感伤自省', '归属迷茫']"
家,风格标签,"['内心独白', '抒情重复']"
家,歌曲主题,['自我寻找']
陈绮贞,演唱,家
就算全世界与我为敌,包含意象,['潮汐']
就算全世界与我为敌,核心情感,"['决绝', '孤勇']"
就算全世界与我为敌,风格标签,"['直抒胸臆', '宣言式表达', '排比句式']"
就算全世界与我为敌,歌曲主题,['爱情']
陈绮贞,演唱,就算全世界与我为敌
沙漏,包含意象,"['沙子', '城堡', '浪花', '脚印']"
沙漏,核心情感,"['存在之思', '温柔诘问']"
沙漏,风格标签,"['咏物寓言', '意象复沓']"
沙漏,歌曲主题,['人生感悟']
陈绮贞,演唱,沙漏
最初的起点,包含意象,"['高跟鞋', '七矮人的童话', '南瓜马车', '城堡', '彩色亮白衣裳', '远足用的背包', '零食', '漫画']"
最初的起点,核心情感,"['怀旧憧憬', '温和笃定']"
最初的起点,风格标签,"['日常白描', '意象植入', '口语叙事']"
最初的起点,歌曲主题,['成长心态']
陈绮贞,演唱,最初的起点
太多,包含意象,['铁塔']
太多,核心情感,['矛盾沉溺']
太多,风格标签,"['排比复沓', '诗意隐喻', '内心独白式']"
太多,歌曲主题,['内心探索']
陈绮贞,演唱,太多
倒数,包含意象,"['火焰', '伤痕', '灯', '笔记本']"
倒数,核心情感,"['沉静反思', '温柔坚守']"
倒数,风格标签,"['重复咏叹', '意象对照', '诗化口语']"
倒数,歌曲主题,['时间与爱']
陈绮贞,演唱,倒数
雨水一盒,包含意象,"['点唱机', '铜币', '琴弦', '裂缝']"
雨水一盒,核心情感,"['存在焦虑', '孤绝感']"
雨水一盒,风格标签,"['文艺隐喻', '句式复沓']"
雨水一盒,歌曲主题,['爱情']
陈绮贞,演唱,雨水一盒
百分之八十完美的日子,包含意象,[]
百分之八十完美的日子,核心情感,['矛盾疲惫']
百分之八十完美的日子,风格标签,['内心独白']
百分之八十完美的日子,歌曲主题,['自我反思']
陈绮贞,演唱,百分之八十完美的日子
我的歌词,包含意象,"['橘子', '苹果的尸体', '苍蝇', '铝箔装', '鸽子', '河川', '沙滩', '海洋', '黄昏']"
我的歌词,核心情感,"['批判嘲讽', '疏离无奈']"
我的歌词,风格标签,"['超现实主义', '直白犀利']"
我的歌词,歌曲主题,['人际隔阂']
何欣穗,演唱,我的歌词
根本,包含意象,"['莫札特', 'doctor']"
根本,核心情感,"['矛盾', '依赖']"
根本,风格标签,"['口语独白', '中英夹杂', '矛盾修辞']"
根本,歌曲主题,['爱情']
何欣穗,演唱,根本
现在怎么办？,包含意象,"['烟', '饼干', '广播']"
现在怎么办？,核心情感,"['茫然无措', '焦灼烦闷']"
现在怎么办？,风格标签,"['句式重复', '口语化叙事']"
现在怎么办？,歌曲主题,['爱情']
何欣穗,演唱,现在怎么办？
黄色太空衣,包含意象,"['黄色太空衣', '双层巴士', '黄色tooth brush', '红色鞋子', '蓝色裙子', '绿色球鞋']"
黄色太空衣,核心情感,"['认同困惑', '往事纠缠', '宿命感知', '未来焦虑']"
黄色太空衣,风格标签,"['中英杂糅', '叙事性', '自白式']"
黄色太空衣,歌曲主题,['身份探寻']
何欣穗,演唱,黄色太空衣
于是,包含意象,"['烟', '猫', '口罩', '肺', '锁链']"
于是,核心情感,"['疏离审视', '冷寂自持']"
于是,风格标签,"['场景叙事', '冷感笔触', '结构复沓']"
于是,歌曲主题,['情感自省']
何欣穗,演唱,于是
讽刺,包含意象,['枪']
讽刺,核心情感,"['荒诞的自省', '矛盾的共情']"
讽刺,风格标签,"['中英夹杂', '口语化独白', '辩证式叙事']"
讽刺,歌曲主题,['关系探讨']
何欣穗,演唱,讽刺
Famous,包含意象,[]
Famous,核心情感,['批判讽刺']
Famous,风格标签,"['口语直叙', '中英夹杂']"
Famous,歌曲主题,['社会评论']
何欣穗,演唱,Famous
暗流,包含意象,[]
暗流,核心情感,"['沉郁', '倦怠感', '怀旧']"
暗流,风格标签,"['方言创作', '叙事民谣']"
暗流,歌曲主题,['成长感悟']
拍谢少年,演唱,暗流
世界第一戆,包含意象,['哭枵']
世界第一戆,核心情感,"['憨直自省', '真挚羁绊']"
世界第一戆,风格标签,"['方言口语', '复沓吟咏']"
世界第一戆,歌曲主题,['兄弟情谊']
拍谢少年,演唱,世界第一戆
兄弟没梦不应该,包含意象,[]
兄弟没梦不应该,核心情感,"['隐忍坚持', '无奈前行']"
兄弟没梦不应该,风格标签,"['方言创作', '白描直叙', '对话体']"
兄弟没梦不应该,歌曲主题,['人生坚持']
拍谢少年,演唱,兄弟没梦不应该
抵达之谜,包含意象,"['蝴蝶', '桅杆', '洪水']"
抵达之谜,核心情感,"['迷惘', '释然']"
抵达之谜,风格标签,"['诗意表达', '超现实意象', '抒情叙事']"
抵达之谜,歌曲主题,['人生旅程']
郑兴,演唱,抵达之谜
城南,包含意象,"['城南桥', '吹糖', '遗像', '枝桠']"
城南,核心情感,"['怀旧', '怅惘']"
城南,风格标签,"['意象重复', '叙事性', '抒情']"
城南,歌曲主题,['怀旧']
郑兴,演唱,城南
现象学,包含意象,"['世纪婚礼', '环岛旅行', '蒙太奇', '进行曲', '非卖品', '主旋律', '圆周率', '交叉剪辑']"
现象学,核心情感,"['疏离的省思', '审慎的笃信', '沉静的释然']"
现象学,风格标签,"['哲思性', '影像化写作', '内省派']"
现象学,歌曲主题,['存在哲思']
郑兴,演唱,现象学
告别的练习,包含意象,"['房间', '山', '月亮', '星星', '列车', '信']"
告别的练习,核心情感,"['隐忍的憧憬', '努力的坚定']"
告别的练习,风格标签,"['排比铺陈', '场景叙事', '重复强化']"
告别的练习,歌曲主题,['告别']
郑兴,演唱,告别的练习
日落玄武湖,包含意象,"['超载的电梯', '一卡车的难题', '湖面的夕阳', '饮歌', '最晚的一班列车', '玫瑰的花瓣']"
日落玄武湖,核心情感,"['悲怆的接纳', '疲惫的释然']"
日落玄武湖,风格标签,"['生活流叙事', '意象白描', '循环结构']"
日落玄武湖,歌曲主题,['自我和解']
郑兴,演唱,日落玄武湖
爱人,包含意象,"['船帆', '渔获', '离人酒杯', '海浪', '嫁衣', '海峡']"
爱人,核心情感,['隐忍的怅惘']
爱人,风格标签,"['叙事民谣', '诗意比喻']"
爱人,歌曲主题,['爱情']
郑兴,演唱,爱人
茧,包含意象,['翅叶']
茧,核心情感,"['挣扎', '自省', '蜕变']"
茧,风格标签,"['象征主义', '诗意隐喻']"
茧,歌曲主题,['成长']
苏打绿,演唱,茧
痛快的哀艳,包含意象,"['星群', '细菌', '白鸽', '黑色尘埃', '绿树', '血红阴霾']"
痛快的哀艳,核心情感,"['宿命感', '荒诞感', '痛彻感']"
痛快的哀艳,风格标签,"['结构重复', '意象对立', '隐喻写作']"
痛快的哀艳,歌曲主题,['社会寓言']
苏打绿,演唱,痛快的哀艳
融雪之前,包含意象,[]
融雪之前,核心情感,['澄澈释然']
融雪之前,风格标签,['简约对仗']
融雪之前,歌曲主题,['内心成长']
苏打绿,演唱,融雪之前
近未来,包含意象,"['旧照片', '暴风烟', '无花果树', '浮士德', '裂缝']"
近未来,核心情感,"['理性沉郁', '豁达接纳']"
近未来,风格标签,"['哲学思辨', '结构规整']"
近未来,歌曲主题,['生命哲思']
苏打绿,演唱,近未来
你在烦恼什么,包含意象,[]
你在烦恼什么,核心情感,['超然豁达']
你在烦恼什么,风格标签,"['排比复沓', '否定修辞']"
你在烦恼什么,歌曲主题,['生命感悟']
苏打绿,演唱,你在烦恼什么
牵阮的手,包含意象,[]
牵阮的手,核心情感,"['忠贞', '偕老']"
牵阮的手,风格标签,['方言词作']
牵阮的手,歌曲主题,['爱情']
苏打绿,演唱,牵阮的手
他夏了夏天,包含意象,"['闹钟', '齿轮', '彩虹', '星空', '便当']"
他夏了夏天,核心情感,"['恬淡自足', '温暖坚韧']"
他夏了夏天,风格标签,"['辩证对比', '意象化比喻', '平民叙事']"
他夏了夏天,歌曲主题,['日常生活']
苏打绿,演唱,他夏了夏天
拾穗,包含意象,"['豹纹牛角', '稻浪', '麦秆', '火炬', '牛眠双眼']"
拾穗,核心情感,"['虔敬感恩', '宁静豁达']"
拾穗,风格标签,"['神话意象', '颂歌体']"
拾穗,歌曲主题,['劳动赞歌']
苏打绿,演唱,拾穗
未了,包含意象,"['薛西佛斯', '巨石', '众神', '日光', '子夜', '肝']"
未了,核心情感,"['坚韧不屈', '反抗宿命', '存在主义觉醒']"
未了,风格标签,"['神话哲学意象', '结构主义变奏']"
未了,歌曲主题,['命运人生']
苏打绿,演唱,未了
说了再见以后,包含意象,"['杨花', '枯柳', '蜂', '秋千', '泪滴', '倒影', '乱红']"
说了再见以后,核心情感,"['怅惘若失', '沉郁悲怆', '孤寂无援']"
说了再见以后,风格标签,"['古典意象化用', '工整对仗', '比喻拟人']"
说了再见以后,歌曲主题,['爱情']
苏打绿,演唱,说了再见以后
煽动,包含意象,"['魔鬼', '契约', '肺叶']"
煽动,核心情感,"['幻灭与救赎', '存在主义困境']"
煽动,风格标签,"['叙事性', '戏剧化转折', '神学思辨意象']"
煽动,歌曲主题,['人性寓言']
苏打绿,演唱,煽动
十年一刻,包含意象,"['皮黄', '百花', '生旦净末丑', '跑龙套', '珍珠', '梆子', '断肠人在水一方']"
十年一刻,核心情感,"['坚韧', '执着', '奉献']"
十年一刻,风格标签,"['国风融汇', '意象叙事', '励志宣言']"
十年一刻,歌曲主题,['追梦']
苏打绿,演唱,十年一刻
再遇见,包含意象,"['屋檐', '房间', '吉他', '茧', '伤口', '青丝', '雪']"
再遇见,核心情感,"['释然超脱', '冷静回望']"
再遇见,风格标签,"['比喻丰富', '叙事性', '文学化表达', '排比复沓']"
再遇见,歌曲主题,['爱情']
苏打绿,演唱,再遇见
飞鱼,包含意象,"['老船', '汪洋', '天国', '花朵', '耳膜', '彩虹', '乌云的舌头', '耳朵']"
飞鱼,核心情感,"['倦怠', '诘问', '释然']"
飞鱼,风格标签,"['拟人修辞', '超现实意象', '排比诘问', '诗意跳跃']"
飞鱼,歌曲主题,['人生感悟']
苏打绿,演唱,飞鱼
下雨的夜晚,包含意象,"['落叶', '月光']"
下雨的夜晚,核心情感,"['哀而不伤', '温柔守护']"
下雨的夜晚,风格标签,"['比喻丰富', '细腻叙事', '劝慰口吻']"
下雨的夜晚,歌曲主题,['疗愈']
苏打绿,演唱,下雨的夜晚
无眠,包含意象,"['花园', '鱼']"
无眠,核心情感,"['执拗守候', '无望期盼']"
无眠,风格标签,"['超现实意象', '隐喻象征']"
无眠,歌曲主题,['爱情']
苏打绿,演唱,无眠
小情歌,包含意象,[]
小情歌,核心情感,"['坚定守护', '绵长思念']"
小情歌,风格标签,"['文学用典', '诗意意象']"
小情歌,歌曲主题,['爱情']
苏打绿,演唱,小情歌
游乐,包含意象,"['云霄飞车', '铁轨', '猫咪', '火箭']"
游乐,核心情感,"['宣泄', '解脱', '酣畅']"
游乐,风格标签,"['句式复沓', '排比铺陈', '直白呼告']"
游乐,歌曲主题,['人生态度']
苏打绿,演唱,游乐
蝉想,包含意象,"['蝉榻', '地心磁场', '白鸽', '泥沼', '鱼', '夏蝉', '蝴蝶夫人']"
蝉想,核心情感,"['自省式颓废', '矛盾决绝']"
蝉想,风格标签,"['文学隐喻', '超现实意境']"
